CustomerID,CustomerName,Region,CustomerSegment,SignupDate
C00992,Grace Martin,Oyo,Small Business,2023-10-12
C00993,Victoria White,Enugu,Small Business,2024-12-28
C00994,Sarah White,Lagos,Corporate,2025-06-09
C00995,Jennifer Williams,Delta,Small Business,2023-12-18
C00996,Joseph Thomas,Oyo,Corporate,2023-04-24
C00997,Esther Harris,Kano,Corporate,2023-08-16
C00998,Elizabeth Brown,Rivers,Consumer,2024-06-04
C00999,Samuel Brown,Lagos,Corporate,2023-08-05
C01000,Sarah Davis,Edo,Small Business,2025-06-12
C00842,Joseph Davis,Lagos,Small Business,2023-12-31
C00957,Samuel White,Rivers,Small Business,2023-09-10
C00545,Paul White,Lagos,Small Business,2025-11-24
C00174,Rebecca Taylor,Rivers,Corporate,2025-08-14
C00760,Sarah White,Lagos,Small Business,2024-06-17
C00956,Victoria Johnson,Edo,Small Business,2024-08-20
C00122,Jennifer Martin,Edo,Consumer,2024-12-26
C00231,Samuel Smith,Enugu,Corporate,2023-12-24
C00012,Rebecca Martin,Abuja,Consumer,2025-10-03
C00121,Jennifer Thomas,Delta,Small Business,2025-02-28
C00660,David Martin,Rivers,Consumer,2025-01-19
C00420,Sarah Anderson,Delta,Small Business,2023-06-11
C00192,Jennifer Anderson,Rivers,Small Business,2025-06-29
C00945,Jennifer Smith,Enugu,Corporate,2025-06-27
C00393,Daniel Anderson,Delta,Corporate,2025-03-18
